# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
6423	Atsi	dissolve	1480	pji⁵¹	p j i ⁵¹	i m n t	p j i ⁵¹	3155
8061	Maru	dissolve	1480	pji³¹	p j i ³¹	i m n t	p j i ³¹	3155
9785	Bola	dissolve	1480	pi⁵⁵	p i ⁵⁵	i n t	p - i ⁵⁵	3155
11354	Lashi	dissolve	1480	pjiː³¹	p j iː ³¹	i m n t	p j iː ³¹	3155
#
1492	Rangoon	dissolve (cause to)	1481	phjɔ²²	pʰ j ɔ ²²	i m n t	pʰ j ɔ ²²	3159
3203	Achang_Longchuan	dissolve (cause to)	1481	n̥oŋ⁵⁵	n̥ o ŋ ⁵⁵	i n c t	n̥ - o ŋ ⁵⁵	3156
4680	Xiandao	dissolve (cause to)	1481	nut⁵⁵	n u t ⁵⁵	i n c t	n u t ⁵⁵	3160
6424	Atsi	dissolve (cause to)	1481	ŋjun⁵¹pji⁵¹	ŋ j u n ⁵¹ + p j i ⁵¹	i m n c t + i m n t	ŋ j u n ⁵¹ + p j i ⁵¹	3156 3157
9786	Bola	dissolve (cause to)	1481	la̱ʔ⁵⁵phi⁵⁵	ˀl a ʔ ⁵⁵ + ph i ⁵⁵	i n c t + i n t	ˀl a ʔ ⁵⁵ + ph - i ⁵⁵	3158 3157
#
34	Rangoon	ditch / gully	34	mjɑ̃u⁵⁵	m j ɑ̃ u ∼ ⁵⁵	i m n N c t	m j ɑ̃ u ∼ ⁵⁵	3166
1865	Achang_Longchuan	ditch / gully	34	ti⁵⁵khʐua³¹	t i ⁵⁵ + kʰ ʐ ua ³¹	i n t + i m n t	t i ⁵⁵ + kʰ ʐ ua - ³¹	1392 3164
3528	Xiandao	ditch / gully	34	ti⁵⁵khʐoʔ⁵⁵	t i ⁵⁵ + khʐ o ʔ ⁵⁵	i n t + i n c t	t i ⁵⁵ + khʐ - o ʔ ⁵⁵	1392 3164
4971	Atsi	ditch / gully	34	xoŋ²¹	x o ŋ ²¹	i n c t	x o ŋ ²¹	3165
6758	Maru	ditch / gully	34	xɔŋ³¹	x ɔ ŋ ³¹	i n c t	x ɔ ŋ ³¹	3165
8383	Bola	ditch / gully	34	xɔŋ³¹	x ɔ ŋ ³¹	i n c t	x ɔ ŋ ³¹	3165
10120	Lashi	ditch / gully	34	xɔŋ⁵³	x ɔ ŋ ⁵³	i n c t	x ɔ ŋ ⁵³	3165
#
1224	Rangoon	divide / share (things)	1217	we²²	/ʔ w e ²²	i m n t	/ʔ w e - ²²	3172
2959	Achang_Longchuan	divide / share (things)	1217	miaŋ³⁵	m i a ŋ ³⁵	i m n c t	m i a ŋ ³⁵	3170
4471	Xiandao	divide / share (things)	1217	mɛŋ³⁵	m ɛ ŋ ³⁵	i n c t	m - ɛ ŋ ³⁵	3170
6156	Atsi	divide / share (things)	1217	kam⁵¹	k a m ⁵¹	i n c t	k a m ⁵¹	8873
7816	Maru	divide / share (things)	1217	kɛ̃³¹	k ɛ̃ ∼ ³¹	i n c t	k ɛ̃ ∼ ³¹	8873
9523	Bola	divide / share (things)	1217	kɛ̃⁵⁵	k ɛ̃ ∼ ⁵⁵	i n c t	k ɛ̃ ∼ ⁵⁵	8873
11997	Old_Burmese	divide / share (things)	1217	wiy	w ə j ²²	i n c t	w - ə j ²²	3172
#
1225	Rangoon	divide family property and live apart (offspring)	1218	o⁵⁵khwɛ⁵⁵sɑ⁵⁵	/ʔ o ⁵⁵ + kʰ w ɛ ⁵⁵ + s ɑ ⁵⁵	i n t + i m n t + i n t	/ʔ o ⁵⁵ + kʰ w ɛ - ⁵⁵ + s ɑ ⁵⁵	3180 3178 3181
2960	Achang_Longchuan	divide family property and live apart (offspring)	1218	in⁵⁵miaŋ³⁵	/ʔ i n ⁵⁵ + m i a ŋ ³⁵	i n c t + i m n c t	/ʔ i n ⁵⁵ + m i a ŋ ³⁵	3175 3170
4472	Xiandao	divide family property and live apart (offspring)	1218	mɛŋ³⁵	m ɛ ŋ ³⁵	i n c t	m - ɛ ŋ ³⁵	3170
6157	Atsi	divide family property and live apart (offspring)	1218	ju̱m⁵¹kam⁵¹	ˀ/ʔ j u m ⁵¹ + k a m ⁵¹	i m n c t + i n c t	ˀ/ʔ j u m ⁵¹ + k - a m ⁵¹	3625 3178
7817	Maru	divide family property and live apart (offspring)	1218	ja̱m³¹kɛ̃³¹	ˀ/ʔ j a m ³¹ + k ɛ̃ ∼ ³¹	i m n c t + i n c t	ˀ/ʔ j a m ³¹ + k - ɛ̃ ∼ ³¹	3625 3178
9524	Bola	divide family property and live apart (offspring)	1218	ja̱m⁵⁵kɛ̃⁵⁵kɛ̃⁵⁵	ˀ/ʔ j a m ⁵⁵ + k ɛ̃ ∼ ⁵⁵ + k ɛ̃ ∼ ⁵⁵	i m n c t + i n c t + i n c t	ˀ/ʔ j a m ⁵⁵ + k - ɛ̃ ∼ ⁵⁵ + k ɛ̃ ∼ ⁵⁵	3625 3178 3179
11125	Lashi	divide family property and live apart (offspring)	1218	kaːm³¹	k aː m ³¹	i n c t	k - aː m ³¹	3178
#
1668	Rangoon	dizzy, feel / giddy	1653	mu⁵⁵	m u ⁵⁵	i n t	m u ⁵⁵	3191
3372	Achang_Longchuan	dizzy, feel / giddy	1653	xun⁵⁵	x u n ⁵⁵	i n c t	x u n ⁵⁵	3188
4832	Xiandao	dizzy, feel / giddy	1653	xun⁵⁵	x u n ⁵⁵	i n c t	x u n ⁵⁵	3188
6603	Atsi	dizzy, feel / giddy	1653	vun²¹	v u n ²¹	i n c t	v u n ²¹	3188
8234	Maru	dizzy, feel / giddy	1653	fəŋ³⁵	f ə ŋ ³⁵	i n c t	f ə ŋ ³⁵	3188
9962	Bola	dizzy, feel / giddy	1653	fɔn³⁵	f ɔ n ³⁵	i n c t	f ɔ n ³⁵	3188
11504	Lashi	dizzy, feel / giddy	1653	wo⁵⁵tʃhuːt⁵⁵	/ʔ w o ⁵⁵ + tʃh uː t ⁵⁵	i m n t + i n c t	/ʔ w o ⁵⁵ + tʃh uː t ⁵⁵	3189 3190
#
1718	Rangoon	do / be in business	1701	ɑ⁵³jɑ̃u⁵⁵ɑ⁵³wɛ²²loʔ⁴	/ʔ ɑ ⁵³ + /ʔ j ɑ̃ u ∼ ⁵⁵ + /ʔ ɑ ⁵³ + /ʔ w ɛ ²² + l o ʔ ⁴	i n t + i m n N c t + i n t + i m n t + i n c t	/ʔ ɑ ⁵³ + /ʔ j ɑ̃ u ∼ ⁵⁵ + /ʔ ɑ ⁵³ + /ʔ w ɛ ²² + l o ʔ ⁴	3202 3203 3197 3204 3205
4875	Xiandao	do / be in business	1701	xut⁵⁵	x u t ⁵⁵	i n c t	x u t ⁵⁵	3195
6653	Atsi	do / be in business	1701	ku̱t⁵⁵	ˀk u t ⁵⁵	i n c t	ˀk u t ⁵⁵	3195
8284	Maru	do / be in business	1701	vai³¹lɔʔ³⁵xɔ³¹	v ai ³¹ + l ɔ ʔ ³⁵ + x ɔ ³¹	i n t + i n c t + i n t	v ai ³¹ + l ɔ ʔ ³⁵ + x ɔ ³¹	3200 3201 3197
10011	Bola	do / be in business	1701	phə̆⁵⁵ka³¹ka³⁵	ph ə̆ ⁵⁵ + k a ³¹ + k a ³⁵	i n t + i n t + i n t	ph ə̆ ⁵⁵ + k a ³¹ + k a ³⁵	3196 3197 3198
11544	Lashi	do / be in business	1701	phə̆⁵⁵ka⁵⁵ku̱ːt⁵⁵	ph ə̆ ⁵⁵ + k a ⁵⁵ + ˀk uː t ⁵⁵	i n t + i n t + i n c t	ph ə̆ ⁵⁵ + k a ⁵⁵ + ˀk uː t ⁵⁵	3196 3197 3199
#
1716	Rangoon	do / make	1700	loʔ⁴	l o ʔ ⁴	i n c t	l o ʔ ⁴	3213
3417	Achang_Longchuan	do / make	1700	xot⁵⁵	x o t ⁵⁵	i n c t	x o t ⁵⁵	3210
4873	Xiandao	do / make	1700	xut⁵⁵	x u t ⁵⁵	i n c t	x u t ⁵⁵	3210
6651	Atsi	do / make	1700	tsui²¹	ts u i ²¹	i m n t	ts u i ²¹	3211
8282	Maru	do / make	1700	ka̱t⁵⁵	ˀk a t ⁵⁵	i n c t	ˀk a t ⁵⁵	3210
10009	Bola	do / make	1700	tui³¹	t ui ³¹	i n t	t - ui ³¹	3211
11542	Lashi	do / make	1700	ku̱ːt⁵⁵	ˀk uː t ⁵⁵	i n c t	ˀk uː t ⁵⁵	3210
11871	Old_Burmese	do / make	1700	mu	m u ²²	i n t	m u ²²	3212
#
179	Rangoon	doctor	179	shɑ⁵³ jɑ²²wũ²²	sʰ ɑ ⁵³ + /ʔ j ɑ ²² + /ʔ w ũ ∼ ²²	i n t + i m n t + i m n c t	sʰ ɑ ⁵³ + /ʔ j ɑ - ²² + /ʔ w ũ ∼ ²²	3224 3218 3225
1998	Achang_Longchuan	doctor	179	ʑi³¹sen³¹	ʑ i ³¹ + s e n ³¹	i n t + i n c t	ʑ i ³¹ + s - e n ³¹	3217 3218
3650	Xiandao	doctor	179	ji⁵⁵sɤn⁵⁵	/ʔ j i ⁵⁵ + s ɤ n ⁵⁵	i m n t + i n c t	/ʔ j i ⁵⁵ + s - ɤ n ⁵⁵	3226 3218
5113	Atsi	doctor	179	tʃhi²¹să²¹ʒa⁵⁵	tʃʰ i ²¹ + s ă ²¹ + ʒ a ⁵⁵	i n t + i n t + i n t	tʃʰ i ²¹ + s - ă - ²¹ + ʒ a ⁵⁵	3219 3218 3220
6885	Maru	doctor	179	sə̆³¹ʒa³⁵	s ə̆ ³¹ + ʒ a ³⁵	i n t + i n t	s ə̆ ³¹ + ʒ - a - ³⁵	3223 3218
8519	Bola	doctor	179	tʃhɿ³⁵sə̆³¹ʒa³⁵	tʃh ɿ ³⁵ + s ə̆ ³¹ + ʒ a ³⁵	i n t + i n t + i n t	tʃh ɿ ³⁵ + s - ə̆ - ³¹ + ʒ a ³⁵	3219 3218 3221
10241	Lashi	doctor	179	tʃei⁵⁵sə̆³³ʒa³⁵	tʃ ei ⁵⁵ + s ə̆ ³³ + ʒ a ³⁵	i n t + i n t + i n t	tʃ ei ⁵⁵ + s - ə̆ - ³³ + ʒ a ³⁵	3219 3218 3222
#
276	Rangoon	dog	274	khwe⁵⁵	kʰ w e ⁵⁵	i m n t	kʰ w e - ⁵⁵	4492
2087	Achang_Longchuan	dog	274	xui³¹	x ui ³¹	i n t	x - ui - ³¹	4492
3740	Xiandao	dog	274	fui³¹	f ui ³¹	i n t	f - ui - ³¹	4492
5211	Atsi	dog	274	khui²¹	kʰ u i ²¹	i m n t	kʰ u i - ²¹	4492
6976	Maru	dog	274	lə̆³¹kha³⁵	l ə̆ ³¹ + kh a ³⁵	i n t + i n t	l ə̆ ³¹ + kh - a - ³⁵	3234 4492
8608	Bola	dog	274	khui³⁵	kh ui ³⁵	i n t	kh - ui - ³⁵	4492
10327	Lashi	dog	274	khui⁵⁵	kh u i ⁵⁵	i m n t	kh u i - ⁵⁵	4492
11635	Old_Burmese	dog	274	khuyḥ	kh u j ⁵⁵	i n c t	kh - u j ⁵⁵	4492
#
1097	Rangoon	done, be / accomplished	1093	phjiʔ⁴	pʰ j i ʔ ⁴	i m n c t	pʰ j i ʔ ⁴	3239
2846	Achang_Longchuan	done, be / accomplished	1093	tut⁵⁵	t u t ⁵⁵	i n c t	t u t ⁵⁵	3238
4372	Xiandao	done, be / accomplished	1093	tut³¹	t u t ³¹	i n c t	t u t ³¹	3238
6032	Atsi	done, be / accomplished	1093	tut²¹	t u t ²¹	i n c t	t u t ²¹	3238
7705	Maru	done, be / accomplished	1093	tø³¹	t ø ³¹	i n t	t ø - ³¹	3238
9407	Bola	done, be / accomplished	1093	tøʔ³¹	t ø ʔ ³¹	i n c t	t ø ʔ ³¹	3238
#
269	Rangoon	donkey	267	mji⁵⁵	m j i ⁵⁵	i m n t	m j i - ⁵⁵	3243
2081	Achang_Longchuan	donkey	267	m̥ʑaŋ³¹mau³¹◦ɿiʔ³¹	m̥ ʑ a ŋ ³¹ + m au ³¹ + /ʔ ɿi ʔ ³¹	i m n c t + i n t + i n c t	m̥ ʑ a ŋ ³¹ + m au ³¹ + /ʔ ɿi ʔ ³¹	3243 3244 3245
3734	Xiandao	donkey	267	lɔʔ³¹kuŋ⁵⁵	l ɔ ʔ ³¹ + k u ŋ ⁵⁵	i n c t + i n c t	l ɔ ʔ ³¹ + k u ŋ ⁵⁵	3246 3247
5204	Atsi	donkey	267	lo²¹kuŋ⁵⁵	l o ²¹ + k u ŋ ⁵⁵	i n t + i n c t	l o - ²¹ + k u ŋ ⁵⁵	3246 3247
6970	Maru	donkey	267	lɔ³¹kuŋ³⁵	l ɔ ³¹ + k u ŋ ³⁵	i n t + i n c t	l ɔ - ³¹ + k u ŋ ³⁵	3246 3247
8602	Bola	donkey	267	lɔ³¹kuŋ³⁵	l ɔ ³¹ + k u ŋ ³⁵	i n t + i n c t	l ɔ - ³¹ + k u ŋ ³⁵	3246 3247
10321	Lashi	donkey	267	lo⁵⁵ku̱ŋ⁵⁵	l o ⁵⁵ + ˀk u ŋ ⁵⁵	i n t + i n c t	l o - ⁵⁵ + ˀk u ŋ ⁵⁵	3246 3247
#
482	Rangoon	door	480	tɑ̃²²khɑ⁵⁵	t ɑ̃ ∼ ²² + kʰ ɑ ⁵⁵	i n c t + i n t	t ɑ̃ ∼ ²² + kʰ ɑ ⁵⁵	3251 3252
2269	Achang_Longchuan	door	480	pɑ̆³¹tu³⁵	p ɑ̆ ³¹ + t u ³⁵	i n t + i n t	p ɑ̆ - ³¹ + t u ³⁵	3248 3249
3894	Xiandao	door	480	pak³¹tu³⁵	p a k ³¹ + t u ³⁵	i n c t + i n t	p a k ³¹ + t u ³⁵	3248 3249
5412	Atsi	door	480	khum²¹	kʰ u m ²¹	i n c t	kʰ u m ²¹	5914
7153	Maru	door	480	kham³⁵	kh a m ³⁵	i n c t	kh a m ³⁵	5914
8801	Bola	door	480	kham³⁵	kh a m ³⁵	i n c t	kh a m ³⁵	5914
10498	Lashi	door	480	khɔm⁵⁵	kh ɔ m ⁵⁵	i n c t	kh ɔ m ⁵⁵	5914
12064	Old_Burmese	door	480	tam◦khaḥ	t a m ²² + kh a ⁵⁵	i n c t + i n t	t a m ²² + kh a ⁵⁵	3251 3252
#
483	Rangoon	door (front) / door (entrance)	481	tɑ̃²²khɑ⁵⁵wɑ⁵³	t ɑ̃ ∼ ²² + kʰ ɑ ⁵⁵ + /ʔ w ɑ ⁵³	i n c t + i n t + i m n t	t ɑ̃ ∼ ²² + kʰ ɑ ⁵⁵ + /ʔ w ɑ ⁵³	3260 3257 3261
2271	Achang_Longchuan	door (front) / door (entrance)	481	pă³¹tu³⁵men³¹	p ă ³¹ + t u ³⁵ + m e n ³¹	i n t + i n t + i n c t	p ă ³¹ + t u ³⁵ + m e n ³¹	3256 3257 3258
5414	Atsi	door (front) / door (entrance)	481	khum²¹mo⁵⁵	kʰ u m ²¹ + m o ⁵⁵	i n c t + i n t	kʰ u m ²¹ + m o ⁵⁵	5914 3257
7155	Maru	door (front) / door (entrance)	481	kham³⁵m⁵⁵	kh a m ³⁵ + m ⁵⁵	i n c t + i t	kh a m ³⁵ + m - ⁵⁵	5914 3257
8803	Bola	door (front) / door (entrance)	481	kham³⁵ma³¹	kh a m ³⁵ + m a ³¹	i n c t + i n t	kh a m ³⁵ + m a ³¹	5914 3257
10499	Lashi	door (front) / door (entrance)	481	khɔm⁵⁵mo⁵⁵	kh ɔ m ⁵⁵ + m o ⁵⁵	i n c t + i n t	kh ɔ m ⁵⁵ + m o ⁵⁵	5914 3257
#
845	Rangoon	double / twice	842	tɑ⁵³ sha⁵³	t ɑ ⁵³ + sʰ a ⁵³	i n t + i n t	t ɑ ⁵³ + sʰ a ⁵³	3270 3274
2601	Achang_Longchuan	double / twice	842	tă³¹ ʐaʔ⁵⁵	t ă ³¹ + ʐ a ʔ ⁵⁵	i n t + i n c t	t ă ³¹ + ʐ a ʔ ⁵⁵	3270 3271
5775	Atsi	double / twice	842	lă²¹ tu̱⁵⁵	l ă ²¹ + ˀt u ⁵⁵	i n t + i n t	l ă ²¹ + ˀt u ⁵⁵	3272 3270
9158	Bola	double / twice	842	tă³¹ pui³⁵	t ă ³¹ + p ui ³⁵	i n t + i n t	t ă ³¹ + p ui ³⁵	3270 3273
#
1283	Rangoon	doubt	1275	tθɑ̃²²tθɑ⁵³jɑ⁵³	tθ ɑ̃ ∼ ²² + tθ ɑ ⁵³ + /ʔ j ɑ ⁵³	i n c t + i n t + i m n t	tθ ɑ̃ ∼ ²² + tθ ɑ - ⁵³ + /ʔ j ɑ ⁵³	3282 3277 3279
6217	Atsi	doubt	1275	ă²¹tʃiŋ⁵⁵	/ʔ ă ²¹ + tʃ i ŋ ⁵⁵	i n t + i n c t	/ʔ ă ²¹ + tʃ i ŋ ⁵⁵	3276 3277
7871	Maru	doubt	1275	tsa̱uk⁵⁵	ˀts au k ⁵⁵	i n c t	ˀts au k ⁵⁵	3281
9583	Bola	doubt	1275	sɿ³¹tu⁵⁵a⁵⁵	s ɿ ³¹ + t u ⁵⁵ + /ʔ a ⁵⁵	i n t + i n t + i n t	s ɿ ³¹ + t u - ⁵⁵ + /ʔ - a ⁵⁵	3278 3277 3279
11173	Lashi	doubt	1275	ŋaːm³¹	ŋ aː m ³¹	i n c t	ŋ aː m ³¹	3280
#
288	Rangoon	dove	286	kho²²	kʰ o ²²	i n t	kʰ o - ²²	3283
2098	Achang_Longchuan	dove	286	kai³¹tɕe⁵⁵	k ai ³¹ + tɕ e ⁵⁵	i n t + i n t	k ai - ³¹ + tɕ - e - ⁵⁵	3283 3284
3751	Xiandao	dove	286	kai³¹cɛ⁵⁵	k ai ³¹ + c ɛ ⁵⁵	i n t + i n t	k ai - ³¹ + c - ɛ - ⁵⁵	3283 3284
5223	Atsi	dove	286	ka̱i⁵⁵kje²¹	ˀk a i ⁵⁵ + k j e ²¹	i n N t + i m n t	ˀk a i ⁵⁵ + k j e - ²¹	3283 3284
6987	Maru	dove	286	ka̱i³⁵kjɛ³¹	ˀk ai ³⁵ + k j ɛ ³¹	i n t + i m n t	ˀk ai - ³⁵ + k j ɛ - ³¹	3283 3284
8620	Bola	dove	286	ka̱i³⁵kjɛ̱̃³⁵	ˀk ai ³⁵ + ˀk j ɛ̃ ∼ ³⁵	i n t + i m n c t	ˀk ai - ³⁵ + ˀk j ɛ̃ ∼ ³⁵	3283 3284
10338	Lashi	dove	286	phəŋ⁵⁵kjo̱u⁵⁵	ph ə ŋ ⁵⁵ + ˀk j ou ⁵⁵	i n c t + i m n t	ph ə ŋ ⁵⁵ + ˀk j ou - ⁵⁵	3285 3284
#
470	Rangoon	downstairs	468	ɑuʔ⁴thɑʔ⁴	/ʔ ɑ u ʔ ⁴ + tʰ ɑ ʔ ⁴	i n N c t + i n c t	/ʔ ɑ u ʔ ⁴ + tʰ ɑ ʔ ⁴	3294 3291
2257	Achang_Longchuan	downstairs	468	tɕɔŋ⁵⁵m̥uʔ⁵⁵	tɕ ɔ ŋ ⁵⁵ + m̥ u ʔ ⁵⁵	i n c t + i n c t	tɕ ɔ ŋ ⁵⁵ + m̥ u ʔ ⁵⁵	3290 3291
5400	Atsi	downstairs	468	kjam²¹o⁵¹	k j a m ²¹ + /ʔ o ⁵¹	i m n c t + i n t	k j a m ²¹ + /ʔ o ⁵¹	3292 449
7141	Maru	downstairs	468	kjɛ̃³⁵ ɔ³¹	k j ɛ̃ ∼ ³⁵ + /ʔ ɔ ³¹	i m n c t + i n t	k j ɛ̃ ∼ ³⁵ + /ʔ ɔ ³¹	3292 449
8789	Bola	downstairs	468	kjɛ̃³¹a⁵⁵	k j ɛ̃ ∼ ³¹ + /ʔ a ⁵⁵	i m n c t + i n t	k j ɛ̃ ∼ ³¹ + /ʔ a ⁵⁵	3292 449
#
691	Rangoon	downwards	688	ɑuʔ⁴tθo⁵³	/ʔ ɑ u ʔ ⁴ + tθ o ⁵³	i n N c t + i n t	/ʔ ɑ u ʔ ⁴ + tθ o ⁵³	3304 3305
5620	Atsi	downwards	688	a²¹o̱⁵¹mai²¹	/ʔ a ²¹ + ˀ/ʔ o ⁵¹ + m a i ²¹	i n t + i n t + i n N t	/ʔ a ²¹ + ˀ/ʔ o ⁵¹ + m a i ²¹	3299 449 3301
7330	Maru	downwards	688	ɔ³¹khjɔ³¹	/ʔ ɔ ³¹ + kh j ɔ ³¹	i n t + i m n t	/ʔ ɔ ³¹ + kh j ɔ ³¹	449 3303
9000	Bola	downwards	688	a³¹a⁵⁵mɛ⁵⁵	/ʔ a ³¹ + /ʔ a ⁵⁵ + m ɛ ⁵⁵	i n t + i n t + i n t	/ʔ a ³¹ + /ʔ a ⁵⁵ + m ɛ - ⁵⁵	3302 449 3301
#
1147	Rangoon	doze / nod off	1143	ŋɑiʔ⁴	ŋ ɑi ʔ ⁴	i n c t	ŋ - ɑi ʔ ⁴	3310
2889	Achang_Longchuan	doze / nod off	1143	it⁵⁵ŋui⁵⁵ŋui⁵⁵	/ʔ i t ⁵⁵ + ŋ ui ⁵⁵ + ŋ ui ⁵⁵	i n c t + i n t + i n t	/ʔ - i t ⁵⁵ + ŋ - ui - ⁵⁵ + ŋ ui ⁵⁵	3309 3310 3311
4410	Xiandao	doze / nod off	1143	it⁵⁵thuan⁵¹thuan³¹	/ʔ i t ⁵⁵ + th u a n ⁵¹ + th u a n ³¹	i n c t + i m n c t + i m n c t	/ʔ - i t ⁵⁵ + th u a n ⁵¹ + th u a n ³¹	3309 3315 3310
6082	Atsi	doze / nod off	1143	jup⁵⁵mui⁵¹	/ʔ j u p ⁵⁵ + m u i ⁵¹	i m n c t + i m n t	/ʔ j u p ⁵⁵ + m u i - ⁵¹	3309 3310
7749	Maru	doze / nod off	1143	jap³¹ŋøʔ³¹ŋøʔ³¹	/ʔ j a p ³¹ + ŋ ø ʔ ³¹ + ŋ ø ʔ ³¹	i m n c t + i n c t + i n c t	/ʔ j a p ³¹ + ŋ ø ʔ ³¹ + ŋ - ø ʔ ³¹	3309 3314 3310
9455	Bola	doze / nod off	1143	ja̱p⁵⁵ŋø̱³⁵ŋø̱³¹	ˀ/ʔ j a p ⁵⁵ + ˀŋ ø ³⁵ + ˀŋ ø ³¹	i m n c t + i n t + i n t	ˀ/ʔ j a p ⁵⁵ + ˀŋ - ø - ³⁵ + ˀŋ ø ³¹	3309 3310 3312
11063	Lashi	doze / nod off	1143	jɔ̱p⁵⁵ŋu̱i⁵⁵ŋɔ̱i⁵⁵	ˀ/ʔ j ɔ p ⁵⁵ + ˀŋ ui ⁵⁵ + ˀŋ ɔi ⁵⁵	i m n c t + i n t + i n t	ˀ/ʔ j ɔ p ⁵⁵ + ˀŋ - ui - ⁵⁵ + ˀŋ ɔi - ⁵⁵	3309 3310 3313
#
1392	Rangoon	drag for / dredge up	1381	shɛ²²	sʰ ɛ ²²	i n t	sʰ ɛ ²²	3312
3106	Achang_Longchuan	drag for / dredge up	1381	tau⁵⁵	t au ⁵⁵	i n t	t au ⁵⁵	3311
4590	Xiandao	drag for / dredge up	1381	o³¹	/ʔ o ³¹	i n t	/ʔ o - ³¹	3314
6324	Atsi	drag for / dredge up	1381	tshe⁵¹	tsʰ e ⁵¹	i n t	tsʰ e ⁵¹	3312
7964	Maru	drag for / dredge up	1381	tshø³¹	tsh ø ³¹	i n t	tsh ø ³¹	3311
9687	Bola	drag for / dredge up	1381	lɛʔ³¹	l ɛ ʔ ³¹	i n c t	l ɛ ʔ ³¹	3313
11265	Lashi	drag for / dredge up	1381	laːp³¹	l aː p ³¹	i n c t	l aː p ³¹	3313
#
2101	Achang_Longchuan	dragon	289	mʐui⁵⁵tʂuŋ³¹	m ʐ ui ⁵⁵ + tʂ u ŋ ³¹	i m n t + i n c t	m ʐ ui - ⁵⁵ + tʂ u ŋ ³¹	3318 13085
3753	Xiandao	dragon	289	mʐui⁵⁵tʂuŋ³¹	mʐ ui ⁵⁵ + tʂ u ŋ ³¹	i n t + i n c t	mʐ - ui - ⁵⁵ + tʂ u ŋ ³¹	3318 13085
5226	Atsi	dragon	289	man⁵¹tʃum⁵¹	m a n ⁵¹ + tʃ u m ⁵¹	i n c t + i n c t	m - a n ⁵¹ + tʃ u m ⁵¹	3318 13085
6989	Maru	dragon	289	mɔ̃³¹tʃauŋ³⁵	m ɔ̃ ∼ ³¹ + tʃ au ŋ ³⁵	i n c t + i n c t	m - ɔ̃ ∼ ³¹ + tʃ au ŋ ³⁵	3318 13085
8623	Bola	dragon	289	mɔ̃⁵⁵tʃauŋ³¹	m ɔ̃ ∼ ⁵⁵ + tʃ au ŋ ³¹	i n c t + i n c t	m - ɔ̃ ∼ ⁵⁵ + tʃ au ŋ ³¹	3318 13085
10341	Lashi	dragon	289	man³¹tʃuŋ³³	m a n ³¹ + tʃ u ŋ ³³	i n c t + i n c t	m - a n ³¹ + tʃ u ŋ ³³	3318 13085
#
349	Rangoon	dragonfly	347	pu⁵³zĩ⁵⁵	p u ⁵³ + z ĩ ∼ ⁵⁵	i n t + i n c t	p u ⁵³ + z ĩ ∼ ⁵⁵	3325 3320
2151	Achang_Longchuan	dragonfly	347	tsen³⁵	ts e n ³⁵	i n c t	ts e n ³⁵	3320
3798	Xiandao	dragonfly	347	kuʔ⁵⁵la⁵⁵ŋau⁵⁵	k u ʔ ⁵⁵ + l a ⁵⁵ + ŋ au ⁵⁵	i n c t + i n t + i n t	k u ʔ ⁵⁵ + l a - ⁵⁵ + ŋ au ⁵⁵	3326 3320 3327
5283	Atsi	dragonfly	347	tin²¹ʃu²¹	t i n ²¹ + ʃ u ²¹	i n c t + i n t	t i n ²¹ + ʃ u - ²¹	3321 3320
7036	Maru	dragonfly	347	təŋ³¹ʃu³¹	t ə ŋ ³¹ + ʃ u ³¹	i n c t + i n t	t ə ŋ ³¹ + ʃ u ³¹	3320 3324
8673	Bola	dragonfly	347	təŋ³¹ʃu³¹	t ə ŋ ³¹ + ʃ u ³¹	i n c t + i n t	t ə ŋ ³¹ + ʃ u - ³¹	3322 3320
10387	Lashi	dragonfly	347	təŋ³¹kam³³	t ə ŋ ³¹ + k a m ³³	i n c t + i n c t	t ə ŋ ³¹ + k a m ³³	3320 3323
#
1450	Rangoon	drape (a garment) over one's shoulders	1439	tɕhõ²²	tɕʰ õ ∼ ²²	i n c t	tɕʰ õ ∼ ²²	3334
3162	Achang_Longchuan	drape (a garment) over one's shoulders	1439	ɕum³⁵	ɕ u m ³⁵	i n c t	ɕ u m ³⁵	3334
4643	Xiandao	drape (a garment) over one's shoulders	1439	çam³⁵	ç a m ³⁵	i n c t	ç a m ³⁵	3334
6382	Atsi	drape (a garment) over one's shoulders	1439	ke̱²¹	ˀk e ²¹	i n t	ˀk e ²¹	3335
8020	Maru	drape (a garment) over one's shoulders	1439	lɔ̱̃³⁵	ˀl ɔ̃ ∼ ³⁵	i n c t	ˀl ɔ̃ ∼ ³⁵	3334
9745	Bola	drape (a garment) over one's shoulders	1439	kɔ̃³⁵	k ɔ̃ ∼ ³⁵	i n c t	k ɔ̃ ∼ ³⁵	3334
11317	Lashi	drape (a garment) over one's shoulders	1439	kaːŋ⁵⁵	k aː ŋ ⁵⁵	i n c t	k aː ŋ ⁵⁵	3334
#
1281	Rangoon	draw (a picture)	1273	shwɛ⁵⁵	sʰ w ɛ ⁵⁵	i m n t	sʰ w ɛ - ⁵⁵	3337
3014	Achang_Longchuan	draw (a picture)	1273	xua³⁵	x ua ³⁵	i n t	x ua ³⁵	3336
4519	Xiandao	draw (a picture)	1273	tɛm³¹	t ɛ m ³¹	i n c t	t ɛ m ³¹	3339
